transaction_id,client_id,produit_id,agence_id,date_transaction,montant,devise,taux_change_eur,type_operation,statut,solde_avant,is_anomalie,score_credit_client,segment_id,segment_client,produit,categorie,agence
TXN001537,CLI0024,39,3,2024-11-23 01:34:00,-88.73,EUR,1.0,Debit,Complete,7491.79,false,592.0,3,Standard,PEA,Interets,Lyon-Part-Dieu
TXN000569,CLI0020,45,2,2022-04-08 09:36:00,-212.97,EUR,1.0,Debit,Complete,28951.84,false,660.0,3,Standard,Livret A,Retrait DAB,Bordeaux-Meriadeck
TXN001912,CLI0103,49,7,2024-12-17 13:00:00,-2480.2,EUR,1.0,Debit,Complete,36526.04,false,683.0,3,Standard,Credit Immobilier,Virement,Paris-Centre
TXN000563,CLI0126,53,2,2022-11-17 16:03:00,-1204.59,EUR,1.0,Debit,Complete,17702.91,false,514.0,2,Risque,Compte Epargne,Interets,Bordeaux-Meriadeck
TXN001436,CLI0144,21,7,2024-12-10 08:18:00,-2261.51,EUR,1.0,Debit,Complete,27771.08,true,361.0,2,Risque,Credit Consommation,Depot especes,Paris-Centre
TXN001708,CLI0144,34,7,2024-10-06 21:50:00,-2533.35,USD,1.08,Debit,Complete,12987.71,true,361.0,2,Risque,Assurance Vie,Depot especes,Paris-Centre
TXN001931,CLI0040,39,6,2024-05-19 03:20:00,1443.75,EUR,1.0,Credit,Complete,45728.26,false,491.0,2,Risque,PEA,Interets,Nice-Massena
TXN001803,CLI0139,2,1,2022-03-26 10:30:00,166.46,GBP,0.86,Credit,Complete,36870.98,false,674.0,3,Standard,Credit Consommation,Retrait DAB,Marseille-Vieux-Port
TXN000333,CLI0083,44,3,2024-12-03 20:53:00,856.81,USD,1.08,Credit,Complete,18988.07,false,643.0,3,Standard,Credit Immobilier,Prelevement,Lyon-Part-Dieu
TXN001690,CLI0096,43,3,2024-07-03 05:07:00,-2567.67,EUR,1.0,Debit,Complete,13881.58,false,710.0,3,Standard,Credit Auto,Remboursement credit,Lyon-Part-Dieu
TXN001179,CLI0062,36,5,2024-03-09 07:23:00,-7357.15,MAD,10.85,Debit,Complete,12384.04,true,640.0,3,Standard,Credit Immobilier,Virement international,Toulouse-Capitole
TXN001655,CLI0034,14,2,2022-08-05 14:34:00,801.57,EUR,1.0,Credit,Complete,28676.84,false,457.0,2,Risque,Credit Immobilier,Remboursement credit,Bordeaux-Meriadeck
TXN001090,CLI0047,53,3,2024-11-09 15:31:00,-531.24,EUR,1.0,Debit,Complete,4818.94,true,397.0,2,Risque,Compte Epargne,Interets,Lyon-Part-Dieu
TXN001015,CLI0001,26,4,2022-04-17 04:32:00,-6496.43,EUR,1.0,Debit,Complete,25068.72,true,586.0,3,Standard,Credit Auto,Virement international,Lille-Grand-Place
TXN001491,CLI0136,44,7,2024-12-08 15:35:00,227.42,USD,1.08,Credit,Complete,435.65,false,590.0,3,Standard,Credit Immobilier,Prelevement,Paris-Centre
TXN000417,CLI0118,33,4,2024-12-20 09:21:00,1495.3,EUR,1.0,Credit,Complete,17660.46,false,641.0,3,Standard,Compte Courant,Virement,Lille-Grand-Place
TXN000839,CLI0146,33,5,2024-09-17 01:03:00,978.01,EUR,1.0,Credit,Rejete,37608.8,false,583.0,3,Standard,Compte Courant,Virement,Toulouse-Capitole
TXN000145,CLI0127,41,2,2024-02-20 16:20:00,-2104.11,MAD,10.85,Debit,Complete,37745.36,false,645.0,3,Standard,Assurance Vie,Virement,Bordeaux-Meriadeck
TXN001073,CLI0016,23,2,2022-03-23 11:25:00,-363.98,GBP,0.86,Debit,Complete,6290.44,false,716.0,3,Standard,Credit Auto,Paiement CB,Bordeaux-Meriadeck
TXN000758,CLI0032,30,7,2024-09-06 20:53:00,-123.54,MAD,10.85,Debit,Complete,40529.49,false,621.0,3,Standard,Compte Epargne,Paiement CB,Paris-Centre
TXN000919,CLI0081,12,2,2024-05-25 14:26:00,-7699.29,EUR,1.0,Debit,Rejete,21103.84,true,645.0,3,Standard,Compte Courant,Virement international,Bordeaux-Meriadeck
TXN000737,CLI0099,6,8,2022-06-14 16:58:00,-607.03,USD,1.08,Debit,Complete,15180.76,false,664.0,3,Standard,Compte Epargne,Remboursement credit,Nantes-Commerce
TXN000142,CLI0009,32,6,2022-04-10 07:47:00,-180.5,EUR,1.0,Debit,Complete,38825.57,false,645.0,3,Standard,Credit Consommation,Interets,Nice-Massena
TXN000968,CLI0136,41,7,2024-12-10 16:28:00,-984.97,EUR,1.0,Debit,En attente,16501.36,false,590.0,3,Standard,Assurance Vie,Virement,Paris-Centre
TXN001925,CLI0063,63,7,2022-10-18 02:20:00,-628.37,USD,1.08,Debit,En attente,41190.23,true,426.0,2,Risque,Compte Epargne,Virement international,Paris-Centre
TXN000821,CLI0007,11,8,2022-10-29 11:41:00,157.69,EUR,1.0,Credit,Complete,35771.07,false,635.0,3,Standard,Compte Epargne,Retrait DAB,Nantes-Commerce
TXN000725,CLI0072,24,1,2022-03-23 16:50:00,7825.03,EUR,1.0,Credit,Complete,11527.6,true,606.0,3,Standard,Assurance Vie,Virement international,Marseille-Vieux-Port
TXN001995,CLI0127,19,6,2023-01-10 01:56:00,100.98,EUR,1.0,Credit,Complete,38597.63,false,645.0,3,Standard,Credit Auto,Retrait DAB,Nice-Massena
TXN001216,CLI0127,21,6,2022-05-06 14:11:00,-1547.37,EUR,1.0,Debit,Complete,43921.01,false,645.0,3,Standard,Credit Consommation,Depot especes,Nice-Massena
TXN001787,CLI0099,45,8,2024-09-17 13:57:00,-378.55,EUR,1.0,Debit,En attente,48177.41,false,664.0,3,Standard,Livret A,Retrait DAB,Nantes-Commerce
TXN001950,CLI0048,41,5,2024-04-26 18:50:00,-1671.3,CHF,0.97,Debit,Complete,19936.28,false,670.0,3,Standard,Assurance Vie,Virement,Toulouse-Capitole
TXN000909,CLI0006,1,5,2023-03-28 21:09:00,-1103.72,MAD,10.85,Debit,Complete,37243.82,false,620.0,3,Standard,Compte Epargne,Depot especes,Toulouse-Capitole
TXN000043,CLI0138,38,2,2024-01-30 21:47:00,0.0,EUR,1.0,Debit,En attente,32780.6,false,749.0,1,Premium,Credit Immobilier,Depot especes,Bordeaux-Meriadeck
TXN001125,CLI0013,31,5,2022-01-30 04:40:00,36.37,MAD,10.85,Credit,Complete,684.45,true,351.0,2,Risque,Credit Immobilier,Retrait DAB,Toulouse-Capitole
TXN000268,CLI0137,5,1,2024-01-05 16:19:00,2543.99,CHF,0.97,Credit,Complete,23591.97,false,725.0,1,Premium,Credit Immobilier,Interets,Marseille-Vieux-Port
TXN000954,CLI0099,5,8,2024-02-23 12:28:00,-181.03,EUR,1.0,Debit,Complete,26671.35,false,664.0,3,Standard,Credit Immobilier,Interets,Nantes-Commerce
TXN000274,CLI0110,10,5,2024-09-04 12:00:00,-161.29,EUR,1.0,Debit,Rejete,44611.12,false,629.0,3,Standard,PEA,Remboursement credit,Toulouse-Capitole
TXN001841,CLI0103,37,7,2024-12-23 15:13:00,-1168.39,CHF,0.97,Debit,Complete,34541.34,false,683.0,3,Standard,Credit Auto,Prelevement,Paris-Centre
TXN001689,CLI0138,16,2,2023-09-20 16:05:00,-2453.56,EUR,1.0,Debit,Complete,16222.52,false,749.0,1,Premium,Compte Epargne,Virement,Bordeaux-Meriadeck
TXN000488,CLI0046,5,2,2023-02-15 19:25:00,-576.4,EUR,1.0,Debit,Complete,21619.55,false,841.0,1,Premium,Credit Immobilier,Interets,Bordeaux-Meriadeck
TXN000501,CLI0113,11,3,2022-03-25 04:06:00,399.71,CHF,0.97,Credit,Complete,879.95,false,643.0,3,Standard,Compte Epargne,Retrait DAB,Lyon-Part-Dieu
TXN000727,CLI0083,55,3,2022-01-13 02:55:00,1500.34,EUR,1.0,Credit,Complete,7162.45,false,643.0,3,Standard,Compte Courant,Depot especes,Lyon-Part-Dieu
TXN000858,CLI0105,29,6,2022-01-08 14:53:00,431.49,EUR,1.0,Credit,Complete,37310.81,false,634.0,3,Standard,Livret A,Paiement CB,Nice-Massena
TXN001626,CLI0072,49,1,2024-09-21 16:41:00,2838.69,EUR,1.0,Credit,Complete,13164.7,false,606.0,3,Standard,Credit Immobilier,Virement,Marseille-Vieux-Port
TXN000944,CLI0010,26,3,2024-05-02 19:47:00,-4976.97,MAD,10.85,Debit,En attente,13598.37,false,816.0,1,Premium,Credit Auto,Virement international,Lyon-Part-Dieu
TXN001089,CLI0077,23,7,2023-05-25 10:17:00,-345.36,GBP,0.86,Debit,Complete,37854.95,true,322.0,2,Risque,Credit Auto,Paiement CB,Paris-Centre
TXN001992,CLI0100,26,4,2023-08-13 03:58:00,-6041.15,EUR,1.0,Debit,Complete,44748.51,true,656.0,3,Standard,Credit Auto,Virement international,Lille-Grand-Place
TXN001785,CLI0042,17,2,2022-12-17 21:49:00,1715.44,GBP,0.86,Credit,Complete,26745.7,false,638.0,3,Standard,Compte Courant,Remboursement credit,Bordeaux-Meriadeck
TXN001541,CLI0065,32,2,2022-09-04 17:00:00,1034.6,EUR,1.0,Credit,Complete,7913.57,false,645.0,3,Standard,Credit Consommation,Interets,Bordeaux-Meriadeck
TXN001194,CLI0139,11,1,2022-09-14 20:22:00,-119.89,MAD,10.85,Debit,Complete,22670.36,false,674.0,3,Standard,Compte Epargne,Retrait DAB,Marseille-Vieux-Port
TXN000173,CLI0054,32,2,2022-05-22 13:43:00,1522.94,USD,1.08,Credit,Complete,7791.75,true,347.0,3,Standard,Credit Consommation,Interets,Bordeaux-Meriadeck
TXN001127,CLI0068,5,3,2023-07-27 20:49:00,-1567.75,EUR,1.0,Debit,Complete,40368.73,false,605.0,3,Standard,Credit Immobilier,Interets,Lyon-Part-Dieu
TXN001949,CLI0148,2,4,2022-12-26 03:53:00,223.92,EUR,1.0,Credit,Complete,40342.93,false,713.0,3,Standard,Credit Consommation,Retrait DAB,Lille-Grand-Place
TXN001342,CLI0019,29,4,2023-10-06 03:29:00,-364.95,USD,1.08,Debit,En attente,33446.64,false,505.0,2,Risque,Livret A,Paiement CB,Lille-Grand-Place
TXN000542,CLI0132,57,2,2023-01-11 03:38:00,-381.26,USD,1.08,Debit,Complete,34279.86,false,663.0,3,Standard,PEA,Retrait DAB,Bordeaux-Meriadeck
TXN000462,CLI0111,7,7,2023-12-02 17:44:00,746.66,EUR,1.0,Credit,Complete,35624.25,false,645.0,3,Standard,Livret A,Remboursement credit,Paris-Centre
TXN001834,CLI0047,45,3,2023-03-06 16:32:00,-200000.0,EUR,1.0,Debit,Complete,28948.3,true,397.0,2,Risque,Livret A,Retrait DAB,Lyon-Part-Dieu
TXN001986,CLI0060,44,1,2022-06-22 18:14:00,774.55,EUR,1.0,Credit,Complete,14964.14,false,645.0,1,Premium,Credit Immobilier,Prelevement,Marseille-Vieux-Port
TXN001340,CLI0131,27,1,2024-04-01 13:51:00,466.64,EUR,1.0,Credit,Complete,10606.31,false,838.0,1,Premium,Assurance Vie,Paiement CB,Marseille-Vieux-Port
TXN000952,CLI0036,47,1,2023-03-08 03:23:00,367.96,EUR,1.0,Credit,Rejete,34947.26,false,572.0,2,Risque,Compte Courant,Retrait DAB,Marseille-Vieux-Port
TXN000798,CLI0047,2,3,2022-11-01 07:07:00,-83.5,MAD,10.85,Debit,En attente,21372.52,true,397.0,2,Risque,Credit Consommation,Retrait DAB,Lyon-Part-Dieu
TXN001532,CLI0059,46,7,2023-07-31 16:41:00,-2838.2,EUR,1.0,Debit,Complete,43216.35,false,594.0,3,Standard,PEA,Depot especes,Paris-Centre
TXN001081,CLI0058,55,1,2022-09-02 20:12:00,-1101.68,EUR,1.0,Debit,Complete,42302.72,false,704.0,3,Standard,Compte Courant,Depot especes,Marseille-Vieux-Port
TXN001596,CLI0038,8,2,2023-04-15 10:54:00,-130.17,EUR,1.0,Debit,Complete,43174.82,false,516.0,2,Risque,Compte Courant,Paiement CB,Bordeaux-Meriadeck
TXN000492,CLI0092,15,8,2024-03-31 01:40:00,7976.72,USD,1.08,Credit,Complete,48050.18,true,717.0,3,Standard,PEA,Virement international,Nantes-Commerce
TXN000588,CLI0082,56,7,2022-10-01 08:11:00,2078.03,EUR,1.0,Credit,Complete,20783.37,false,813.0,1,Premium,Assurance Vie,Interets,Paris-Centre
TXN000124,CLI0036,13,1,2023-05-06 07:03:00,-2026.01,EUR,1.0,Debit,Complete,20723.74,false,572.0,2,Risque,Credit Consommation,Prelevement,Marseille-Vieux-Port
TXN001572,CLI0101,28,1,2024-05-14 19:42:00,1638.29,CHF,0.97,Credit,Complete,29130.3,false,655.0,3,Standard,Credit Consommation,Remboursement credit,Marseille-Vieux-Port
TXN001648,CLI0004,2,2,2022-08-31 00:17:00,187.14,USD,1.08,Credit,Complete,25373.47,false,645.0,3,Standard,Credit Consommation,Retrait DAB,Bordeaux-Meriadeck
TXN000250,CLI0134,6,6,2024-08-30 18:56:00,-745.14,MAD,10.85,Debit,En attente,35743.85,false,600.0,3,Standard,Compte Epargne,Remboursement credit,Nice-Massena
TXN001859,CLI0062,44,5,2024-09-15 22:39:00,963.22,EUR,1.0,Credit,Complete,13924.69,false,640.0,3,Standard,Credit Immobilier,Prelevement,Toulouse-Capitole
TXN001428,CLI0101,25,1,2023-12-10 04:56:00,-651.97,EUR,1.0,Debit,Complete,43555.0,false,655.0,3,Standard,Livret A,Virement international,Marseille-Vieux-Port
TXN001080,CLI0125,60,4,2024-09-14 05:30:00,-2696.54,GBP,0.86,Debit,Complete,15534.48,false,810.0,1,Premium,Livret A,Depot especes,Lille-Grand-Place
TXN000107,CLI0016,46,2,2024-09-18 14:13:00,-1053.57,EUR,1.0,Debit,Complete,43052.79,false,716.0,3,Standard,PEA,Depot especes,Bordeaux-Meriadeck
TXN001191,CLI0122,64,8,2024-03-03 14:58:00,2256.8,EUR,1.0,Credit,Complete,49400.08,false,824.0,1,Premium,Assurance Vie,Remboursement credit,Nantes-Commerce
TXN001985,CLI0088,41,2,2024-01-10 13:12:00,-596.08,MAD,10.85,Debit,Complete,1036.28,true,413.0,3,Standard,Assurance Vie,Virement,Bordeaux-Meriadeck
TXN001907,CLI0065,24,2,2023-06-10 18:50:00,1542.13,EUR,1.0,Credit,Complete,32176.62,false,645.0,3,Standard,Assurance Vie,Virement international,Bordeaux-Meriadeck
TXN000615,CLI0123,53,2,2023-10-06 03:29:00,2448.74,USD,1.08,Credit,Complete,4472.99,false,595.0,3,Standard,Compte Epargne,Interets,Bordeaux-Meriadeck
TXN001777,CLI0001,62,4,2022-12-30 18:59:00,1532.3,USD,1.08,Credit,Complete,24074.03,false,586.0,3,Standard,Credit Auto,Virement,Lille-Grand-Place
TXN000155,CLI0060,37,1,2022-01-19 06:32:00,-1395.23,USD,1.08,Debit,Complete,885.02,false,645.0,1,Premium,Credit Auto,Prelevement,Marseille-Vieux-Port
TXN001017,CLI0055,58,2,2023-07-23 22:09:00,2527.63,CHF,0.97,Credit,Complete,12601.9,false,703.0,3,Standard,Credit Auto,Depot especes,Bordeaux-Meriadeck
TXN000781,CLI0069,62,1,2024-01-29 22:49:00,784.88,CHF,0.97,Credit,Complete,49313.69,false,647.0,3,Standard,Credit Auto,Virement,Marseille-Vieux-Port
TXN001075,CLI0054,27,2,2022-06-01 14:57:00,0.0,EUR,1.0,Credit,Complete,34490.79,true,347.0,3,Standard,Assurance Vie,Paiement CB,Bordeaux-Meriadeck
TXN000638,CLI0130,15,3,2022-09-13 14:19:00,-200000.0,EUR,1.0,Debit,Rejete,40288.84,true,586.0,3,Standard,PEA,Virement international,Lyon-Part-Dieu
TXN001043,CLI0007,47,8,2022-12-31 07:23:00,-193.89,CHF,0.97,Debit,Complete,37609.05,false,635.0,3,Standard,Compte Courant,Retrait DAB,Nantes-Commerce
TXN001211,CLI0109,64,3,2022-09-29 11:46:00,-821.68,USD,1.08,Debit,Complete,45676.53,false,701.0,3,Standard,Assurance Vie,Remboursement credit,Lyon-Part-Dieu
TXN000311,CLI0092,44,8,2023-10-13 16:14:00,-2873.11,USD,1.08,Debit,Complete,26898.09,false,717.0,3,Standard,Credit Immobilier,Prelevement,Nantes-Commerce
TXN001013,CLI0056,30,5,2022-07-29 04:51:00,270.71,EUR,1.0,Credit,Complete,38621.74,true,384.0,2,Risque,Compte Epargne,Paiement CB,Toulouse-Capitole
TXN001071,CLI0119,59,2,2023-11-10 05:15:00,1413.53,GBP,0.86,Credit,Complete,34132.98,false,793.0,1,Premium,Compte Courant,Prelevement,Bordeaux-Meriadeck
TXN001737,CLI0030,32,2,2024-09-07 10:19:00,-2702.75,USD,1.08,Debit,Complete,35516.79,true,391.0,2,Risque,Credit Consommation,Interets,Bordeaux-Meriadeck
TXN000128,CLI0146,37,5,2023-11-18 09:29:00,-2967.84,CHF,0.97,Debit,En attente,6796.58,false,583.0,3,Standard,Credit Auto,Prelevement,Toulouse-Capitole
TXN000979,CLI0031,27,2,2024-06-17 07:56:00,101.27,EUR,1.0,Credit,Rejete,37698.09,false,559.0,2,Risque,Assurance Vie,Paiement CB,Bordeaux-Meriadeck
TXN001424,CLI0083,19,3,2024-04-12 01:46:00,-56.88,EUR,1.0,Debit,Complete,16439.31,false,643.0,3,Standard,Credit Auto,Retrait DAB,Lyon-Part-Dieu
TXN001552,CLI0067,37,7,2022-06-21 07:23:00,2068.82,GBP,0.86,Credit,En attente,44882.6,true,337.0,2,Risque,Credit Auto,Prelevement,Paris-Centre
TXN001192,CLI0117,56,4,2022-11-10 14:34:00,-2644.36,CHF,0.97,Debit,Complete,8800.22,false,645.0,3,Standard,Assurance Vie,Interets,Lille-Grand-Place
TXN001393,CLI0092,48,8,2022-12-03 00:47:00,337.66,EUR,1.0,Credit,Complete,9707.98,false,717.0,3,Standard,Compte Courant,Interets,Nantes-Commerce
TXN001588,CLI0043,50,2,2023-05-30 07:47:00,-2291.18,EUR,1.0,Debit,Complete,34852.07,false,735.0,1,Premium,Credit Consommation,Virement,Bordeaux-Meriadeck
TXN001325,CLI0051,44,1,2023-07-19 12:14:00,-173.58,EUR,1.0,Debit,Complete,28507.81,false,645.0,1,Premium,Credit Immobilier,Prelevement,Marseille-Vieux-Port
TXN000044,CLI0126,28,2,2023-07-27 01:44:00,-1143.06,CHF,0.97,Debit,Complete,5057.8,false,514.0,2,Risque,Credit Consommation,Remboursement credit,Bordeaux-Meriadeck
TXN000457,CLI0051,37,1,2024-08-11 18:08:00,324.1,MAD,10.85,Credit,Complete,15588.55,false,645.0,1,Premium,Credit Auto,Prelevement,Marseille-Vieux-Port
TXN001397,CLI0055,3,2,2022-08-11 13:14:00,-2114.08,EUR,1.0,Debit,En attente,7954.12,false,703.0,3,Standard,PEA,Prelevement,Bordeaux-Meriadeck
TXN000788,CLI0139,22,1,2024-09-16 09:16:00,678.54,EUR,1.0,Credit,Complete,15310.51,false,674.0,3,Standard,Compte Epargne,Prelevement,Marseille-Vieux-Port
TXN001067,CLI0108,7,7,2022-03-01 19:14:00,458.79,EUR,1.0,Credit,Complete,36634.18,true,375.0,2,Risque,Livret A,Remboursement credit,Paris-Centre
TXN001406,CLI0007,34,8,2023-10-03 12:43:00,389.71,MAD,10.85,Credit,Complete,13114.12,false,635.0,3,Standard,Assurance Vie,Depot especes,Nantes-Commerce
TXN000202,CLI0043,40,2,2023-03-13 20:47:00,-496.55,EUR,1.0,Debit,Complete,4425.73,false,735.0,1,Premium,Credit Auto,Interets,Bordeaux-Meriadeck
TXN001581,CLI0095,61,8,2024-02-20 04:54:00,324.1,USD,1.08,Credit,Complete,2804.2,false,668.0,3,Standard,PEA,Paiement CB,Nantes-Commerce
TXN001294,CLI0065,37,2,2024-03-16 00:04:00,607.34,MAD,10.85,Credit,Complete,49543.6,false,645.0,3,Standard,Credit Auto,Prelevement,Bordeaux-Meriadeck
TXN001804,CLI0068,3,3,2024-05-01 07:00:00,490.66,EUR,1.0,Credit,En attente,2457.44,false,605.0,3,Standard,PEA,Prelevement,Lyon-Part-Dieu
TXN001014,CLI0071,5,7,2022-01-06 07:13:00,319.45,EUR,1.0,Credit,Complete,23825.65,false,797.0,1,Premium,Credit Immobilier,Interets,Paris-Centre
TXN001975,CLI0034,46,2,2024-10-24 17:15:00,-2139.18,MAD,10.85,Debit,Complete,27031.06,false,457.0,2,Risque,PEA,Depot especes,Bordeaux-Meriadeck
TXN001147,CLI0068,38,3,2023-10-22 23:25:00,2272.29,EUR,1.0,Credit,Complete,42846.65,false,605.0,3,Standard,Credit Immobilier,Depot especes,Lyon-Part-Dieu
TXN001718,CLI0055,12,2,2024-10-14 11:51:00,-1641.93,EUR,1.0,Debit,Complete,1006.19,false,703.0,3,Standard,Compte Courant,Virement international,Bordeaux-Meriadeck
TXN000708,CLI0024,30,2,2024-07-23 11:44:00,424.47,EUR,1.0,Credit,Complete,40518.24,false,592.0,3,Standard,Compte Epargne,Paiement CB,Bordeaux-Meriadeck
TXN001235,CLI0050,27,3,2024-02-10 13:44:00,-412.92,EUR,1.0,Debit,Complete,14875.56,false,666.0,3,Standard,Assurance Vie,Paiement CB,Lyon-Part-Dieu
TXN001035,CLI0042,53,2,2022-02-14 14:51:00,1869.01,EUR,1.0,Credit,Complete,23731.25,false,638.0,3,Standard,Compte Epargne,Interets,Bordeaux-Meriadeck
TXN001351,CLI0149,23,6,2022-01-09 16:14:00,39.46,EUR,1.0,Credit,Complete,212.3,false,575.0,2,Risque,Credit Auto,Paiement CB,Nice-Massena
TXN000366,CLI0133,25,4,2023-09-07 08:35:00,-6896.32,USD,1.08,Debit,Complete,3095.82,true,677.0,3,Standard,Livret A,Virement international,Lille-Grand-Place
TXN000709,CLI0045,7,2,2024-06-03 14:24:00,-2736.96,EUR,1.0,Debit,Complete,47289.8,false,704.0,3,Standard,Livret A,Remboursement credit,Bordeaux-Meriadeck
TXN001952,CLI0021,17,2,2024-07-01 01:56:00,-1060.18,CHF,0.97,Debit,Complete,9994.4,false,697.0,3,Standard,Compte Courant,Remboursement credit,Bordeaux-Meriadeck
TXN001638,CLI0013,15,5,2024-07-01 14:59:00,-2358.26,EUR,1.0,Debit,Complete,16844.62,true,351.0,2,Risque,PEA,Virement international,Toulouse-Capitole
TXN001040,CLI0053,17,7,2023-05-17 04:43:00,1688.28,EUR,1.0,Credit,Complete,17301.12,false,645.0,3,Standard,Compte Courant,Remboursement credit,Paris-Centre
TXN000908,CLI0125,23,4,2022-01-28 11:19:00,360.88,EUR,1.0,Credit,Complete,34320.63,false,810.0,1,Premium,Credit Auto,Paiement CB,Lille-Grand-Place
TXN000850,CLI0024,63,3,2024-12-31 14:06:00,869.42,EUR,1.0,Credit,Complete,10053.6,false,592.0,3,Standard,Compte Epargne,Virement international,Lyon-Part-Dieu
TXN001653,CLI0074,30,8,2024-02-07 07:01:00,-21.33,EUR,1.0,Debit,Complete,42340.91,false,633.0,3,Standard,Compte Epargne,Paiement CB,Nantes-Commerce
TXN000575,CLI0050,33,3,2023-09-28 14:31:00,-1701.48,EUR,1.0,Debit,Complete,13708.33,false,666.0,3,Standard,Compte Courant,Virement,Lyon-Part-Dieu
TXN001259,CLI0121,46,1,2024-01-31 23:35:00,-1645.26,EUR,1.0,Debit,Complete,29052.57,false,645.0,1,Premium,PEA,Depot especes,Marseille-Vieux-Port
TXN000946,CLI0051,14,1,2022-02-07 17:30:00,203.81,USD,1.08,Credit,Complete,21399.0,false,645.0,1,Premium,Credit Immobilier,Remboursement credit,Marseille-Vieux-Port
TXN001750,CLI0006,11,5,2023-10-06 03:29:00,52.51,EUR,1.0,Credit,Complete,18323.49,false,620.0,3,Standard,Compte Epargne,Retrait DAB,Toulouse-Capitole
TXN000483,CLI0062,45,5,2023-01-04 10:35:00,-25.08,EUR,1.0,Debit,Complete,4975.17,false,640.0,3,Standard,Livret A,Retrait DAB,Toulouse-Capitole
TXN000547,CLI0054,58,2,2024-05-20 22:48:00,-2362.89,MAD,10.85,Debit,Complete,2221.6,true,347.0,3,Standard,Credit Auto,Depot especes,Bordeaux-Meriadeck
TXN001815,CLI0018,56,2,2022-10-21 20:29:00,-1509.23,EUR,1.0,Debit,Complete,27324.33,true,328.0,2,Risque,Assurance Vie,Interets,Bordeaux-Meriadeck
TXN001321,CLI0132,5,2,2024-09-08 02:22:00,-1027.78,EUR,1.0,Debit,Complete,5155.01,false,663.0,3,Standard,Credit Immobilier,Interets,Bordeaux-Meriadeck
TXN000235,CLI0135,39,8,2023-02-17 04:21:00,2164.97,EUR,1.0,Credit,Complete,7470.83,false,593.0,3,Standard,PEA,Interets,Nantes-Commerce
TXN001270,CLI0138,37,2,2023-12-20 21:31:00,-2984.18,EUR,1.0,Debit,Complete,4432.75,false,749.0,1,Premium,Credit Auto,Prelevement,Bordeaux-Meriadeck
TXN000132,CLI0067,24,7,2022-05-08 21:07:00,-3830.08,USD,1.08,Debit,Complete,31971.7,true,337.0,2,Risque,Assurance Vie,Virement international,Paris-Centre
TXN001111,CLI0091,50,8,2024-06-19 03:53:00,-2846.64,EUR,1.0,Debit,Complete,22395.94,false,442.0,2,Risque,Credit Consommation,Virement,Nantes-Commerce
TXN000225,CLI0116,2,6,2022-07-28 04:07:00,25.74,EUR,1.0,Credit,Complete,41201.3,false,620.0,3,Standard,Credit Consommation,Retrait DAB,Nice-Massena
TXN000063,CLI0091,3,8,2022-03-28 13:01:00,-1406.28,EUR,1.0,Debit,Complete,28712.64,false,442.0,2,Risque,PEA,Prelevement,Nantes-Commerce
TXN000102,CLI0019,5,4,2024-11-25 11:08:00,2639.98,EUR,1.0,Credit,Complete,6538.74,false,505.0,2,Risque,Credit Immobilier,Interets,Lille-Grand-Place
TXN001813,CLI0084,60,1,2023-04-20 17:14:00,-971.99,EUR,1.0,Debit,Rejete,14444.75,false,684.0,3,Standard,Livret A,Depot especes,Marseille-Vieux-Port
TXN000363,CLI0093,61,1,2023-06-23 07:17:03,246.25,EUR,1.0,Credit,Complete,21254.75,false,786.0,1,Premium,PEA,Paiement CB,Marseille-Vieux-Port
TXN001504,CLI0047,24,3,2023-10-20 08:47:00,7791.71,EUR,1.0,Credit,Complete,19007.59,true,397.0,2,Risque,Assurance Vie,Virement international,Lyon-Part-Dieu
TXN000301,CLI0064,27,4,2023-12-04 09:28:00,-406.3,EUR,1.0,Debit,Complete,27435.52,false,800.0,1,Premium,Assurance Vie,Paiement CB,Lille-Grand-Place
TXN000484,CLI0027,48,3,2023-08-04 08:12:03,150.42,EUR,1.0,Credit,En attente,32864.62,true,305.0,2,Risque,Compte Courant,Interets,Lyon-Part-Dieu
TXN000261,CLI0142,63,5,2023-06-14 23:53:00,-5573.03,EUR,1.0,Debit,Complete,42705.68,true,676.0,3,Standard,Compte Epargne,Virement international,Toulouse-Capitole
TXN001954,CLI0145,8,2,2024-06-06 07:58:00,-286.5,USD,1.08,Debit,Complete,37835.98,false,674.0,3,Standard,Compte Courant,Paiement CB,Bordeaux-Meriadeck
TXN000899,CLI0136,53,2,2023-10-06 03:29:00,-1095.56,EUR,1.0,Debit,Complete,25445.55,false,590.0,3,Standard,Compte Epargne,Interets,Bordeaux-Meriadeck
TXN001892,CLI0101,46,1,2023-10-06 03:29:00,-256.58,EUR,1.0,Debit,En attente,23431.69,false,655.0,3,Standard,PEA,Depot especes,Marseille-Vieux-Port
TXN001140,CLI0127,64,6,2022-08-04 08:53:00,-2185.95,EUR,1.0,Debit,Complete,16508.6,false,645.0,3,Standard,Assurance Vie,Remboursement credit,Nice-Massena
TXN000288,CLI0041,3,2,2024-09-15 18:43:00,1342.58,EUR,1.0,Credit,Complete,43142.53,false,643.0,3,Standard,PEA,Prelevement,Bordeaux-Meriadeck
TXN000739,CLI0054,6,2,2022-01-14 05:52:00,-1500.58,USD,1.08,Debit,Complete,32760.61,true,347.0,3,Standard,Compte Epargne,Remboursement credit,Bordeaux-Meriadeck
